human_gene	human_ncbi_gene_id	human_ensembl_gene_id	hgnc_id	mouse_gene	mouse_ncbi_gene_id	mgi_marker_id	source
NPR3	4883	ENSG00000113389	HGNC:7945	Npr3	18162	MGI:97373	MGI_HOM_ProteinCoding
NPRL2	10641	ENSG00000114388	HGNC:24969	Nprl2	56032	MGI:1914482	MGI_HOM_ProteinCoding
NPRL3	8131	ENSG00000103148	HGNC:14124	Nprl3	17168	MGI:109258	MGI_HOM_ProteinCoding
NPS	594857	ENSG00000214285	HGNC:33940	Nps	100043254	MGI:3642232	MGI_HOM_ProteinCoding
NPSR1	387129	ENSG00000187258	HGNC:23631	Npsr1	319239	MGI:2441738	MGI_HOM_ProteinCoding
NPTN	27020	ENSG00000156642	HGNC:17867	Nptn	20320	MGI:108077	MGI_HOM_ProteinCoding
NPTX1	4884	ENSG00000171246	HGNC:7952	Nptx1	18164	MGI:107811	MGI_HOM_ProteinCoding
NPTX2	4885	ENSG00000106236	HGNC:7953	Nptx2	53324	MGI:1858209	MGI_HOM_ProteinCoding
NPTXR	23467	ENSG00000221890	HGNC:7954	Nptxr	73340	MGI:1920590	MGI_HOM_ProteinCoding
NPVF	64111	ENSG00000105954	HGNC:13782	Npvf	60531	MGI:1926488	MGI_HOM_ProteinCoding
NPW	283869	ENSG00000183971	HGNC:30509	Npw	381073	MGI:2685781	MGI_HOM_ProteinCoding
NPY	4852	ENSG00000122585	HGNC:7955	Npy	109648	MGI:97374	MGI_HOM_ProteinCoding
NPY1R	4886	ENSG00000164128	HGNC:7956	Npy1r	18166	MGI:104963	MGI_HOM_ProteinCoding
NPY2R	4887	ENSG00000185149	HGNC:7957	Npy2r	18167	MGI:108418	MGI_HOM_ProteinCoding
NPY5R	4889	ENSG00000164129	HGNC:7958	Npy5r	18168	MGI:108082	MGI_HOM_ProteinCoding
NPY6RP	4888	ENSG00000226306	HGNC:7959	Npy6r	18169	MGI:1098590	MGI_HOM_ProteinCoding
NQO1	1728	ENSG00000181019	HGNC:2874	Nqo1	18104	MGI:103187	MGI_HOM_ProteinCoding
NQO2	4835	ENSG00000124588	HGNC:7856	Nqo2	18105	MGI:104513	MGI_HOM_ProteinCoding
NR0B1	190	ENSG00000169297	HGNC:7960	Nr0b1	11614	MGI:1352460	MGI_HOM_ProteinCoding
NR0B2	8431	ENSG00000131910	HGNC:7961	Nr0b2	23957	MGI:1346344	MGI_HOM_ProteinCoding
NR1D1	9572	ENSG00000126368	HGNC:7962	Nr1d1	217166	MGI:2444210	MGI_HOM_ProteinCoding
NR1D2	9975	ENSG00000174738	HGNC:7963	Nr1d2	353187	MGI:2449205	MGI_HOM_ProteinCoding
NR1H2	7376	ENSG00000131408	HGNC:7965	Nr1h2	22260	MGI:1352463	MGI_HOM_ProteinCoding
NR1H3	10062	ENSG00000025434	HGNC:7966	Nr1h3	22259	MGI:1352462	MGI_HOM_ProteinCoding
NR1H4	9971	ENSG00000012504	HGNC:7967	Nr1h4	20186	MGI:1352464	MGI_HOM_ProteinCoding
NR1H5P	643609	ENSG00000227970	HGNC:32673	Nr1h5	381463	MGI:3026618	MGI_HOM_ProteinCoding
NR1I2	8856	ENSG00000144852	HGNC:7968	Nr1i2	18171	MGI:1337040	MGI_HOM_ProteinCoding
NR1I3	9970	ENSG00000143257	HGNC:7969	Nr1i3	12355	MGI:1346307	MGI_HOM_ProteinCoding
NR2C1	7181	ENSG00000120798	HGNC:7971	Nr2c1	22025	MGI:1352465	MGI_HOM_ProteinCoding
NR2C2	7182	ENSG00000177463	HGNC:7972	Nr2c2	22026	MGI:1352466	MGI_HOM_ProteinCoding
NR2C2AP	126382	ENSG00000184162	HGNC:30763	Nr2c2ap	75692	MGI:1922942	MGI_HOM_ProteinCoding
NR2E1	7101	ENSG00000112333	HGNC:7973	Nr2e1	21907	MGI:1100526	MGI_HOM_ProteinCoding
NR2E3	10002	ENSG00000278570	HGNC:7974	Nr2e3	23958	MGI:1346317	MGI_HOM_ProteinCoding
NR2F1	7025	ENSG00000175745	HGNC:7975	Nr2f1	13865	MGI:1352451	MGI_HOM_ProteinCoding
NR2F2	7026	ENSG00000185551	HGNC:7976	Nr2f2	11819	MGI:1352452	MGI_HOM_ProteinCoding
NR2F6	2063	ENSG00000160113	HGNC:7977	Nr2f6	13864	MGI:1352453	MGI_HOM_ProteinCoding
NR3C1	2908	ENSG00000113580	HGNC:7978	Nr3c1	14815	MGI:95824	MGI_HOM_ProteinCoding
NR3C2	4306	ENSG00000151623	HGNC:7979	Nr3c2	110784	MGI:99459	MGI_HOM_ProteinCoding
NR4A1	3164	ENSG00000123358	HGNC:7980	Nr4a1	15370	MGI:1352454	MGI_HOM_ProteinCoding
NR4A2	4929	ENSG00000153234	HGNC:7981	Nr4a2	18227	MGI:1352456	MGI_HOM_ProteinCoding
NR4A3	8013	ENSG00000119508	HGNC:7982	Nr4a3	18124	MGI:1352457	MGI_HOM_ProteinCoding
NR5A1	2516	ENSG00000136931	HGNC:7983	Nr5a1	26423	MGI:1346833	MGI_HOM_ProteinCoding
NR5A2	2494	ENSG00000116833	HGNC:7984	Nr5a2	26424	MGI:1346834	MGI_HOM_ProteinCoding
NR6A1	2649	ENSG00000148200	HGNC:7985	Nr6a1	14536	MGI:1352459	MGI_HOM_ProteinCoding
NRADDP	100129354	ENSG00000236409	HGNC:19337	Nradd	67169	MGI:1914419	MGI_HOM_ProteinCoding
NRAP	4892	ENSG00000197893	HGNC:7988	Nrap	18175	MGI:1098765	MGI_HOM_ProteinCoding
NRARP	441478	ENSG00000198435	HGNC:33843	Nrarp	67122	MGI:1914372	MGI_HOM_ProteinCoding
NRAS	4893	ENSG00000213281	HGNC:7989	Nras	18176	MGI:97376	MGI_HOM_ProteinCoding
NRBF2	29982	ENSG00000148572	HGNC:19692	Nrbf2	641340	MGI:1354950	MGI_HOM_ProteinCoding
NRBP1	29959	ENSG00000115216	HGNC:7993	Nrbp1	192292	MGI:2183436	MGI_HOM_ProteinCoding
NRBP2	340371	ENSG00000185189	HGNC:19339	Nrbp2	223649	MGI:2385017	MGI_HOM_ProteinCoding
NRCAM	4897	ENSG00000091129	HGNC:7994	Nrcam	319504	MGI:104750	MGI_HOM_ProteinCoding
NRDC	4898	ENSG00000078618	HGNC:7995	Nrdc	230598	MGI:1201386	MGI_HOM_ProteinCoding
NRDE2	55051	ENSG00000119720	HGNC:20186	Nrde2	217827	MGI:2670969	MGI_HOM_ProteinCoding
NREP	9315	ENSG00000134986	HGNC:16834	Nrep	27528	MGI:99444	MGI_HOM_ProteinCoding
NRF1	4899	ENSG00000106459	HGNC:7996	Nrf1	18181	MGI:1332235	MGI_HOM_ProteinCoding
NRG1	3084	ENSG00000157168	HGNC:7997	Nrg1	211323	MGI:96083	MGI_HOM_ProteinCoding
NRG2	9542	ENSG00000158458	HGNC:7998	Nrg2	100042150	MGI:1098246	MGI_HOM_ProteinCoding
NRG3	10718	ENSG00000185737	HGNC:7999	Nrg3	18183	MGI:1097165	MGI_HOM_ProteinCoding
NRG4	145957	ENSG00000169752	HGNC:29862	Nrg4	83961	MGI:1933833	MGI_HOM_ProteinCoding
NRGN	4900	ENSG00000154146	HGNC:8000	Nrgn	64011	MGI:1927184	MGI_HOM_ProteinCoding
NRIP1	8204	ENSG00000180530	HGNC:8001	Nrip1	268903	MGI:1315213	MGI_HOM_ProteinCoding
NRIP2	83714	ENSG00000053702	HGNC:23078	Nrip2	60345	MGI:1891884	MGI_HOM_ProteinCoding
NRIP3	56675	ENSG00000175352	HGNC:1167	Nrip3	78593	MGI:1925843	MGI_HOM_ProteinCoding
NRK	203447	ENSG00000123572	HGNC:25391	Nrk	27206	MGI:1351326	MGI_HOM_ProteinCoding
NRL	4901	ENSG00000129535	HGNC:8002	Nrl	18185	MGI:102567	MGI_HOM_ProteinCoding
NRM	11270	ENSG00000137404	HGNC:8003	Nrm	106582	MGI:2146855	MGI_HOM_ProteinCoding
NRN1	51299	ENSG00000124785	HGNC:17972	Nrn1	68404	MGI:1915654	MGI_HOM_ProteinCoding
NRN1L	123904	ENSG00000188038	HGNC:29811	Nrn1l	234700	MGI:2443642	MGI_HOM_ProteinCoding
NRP1	8829	ENSG00000099250	HGNC:8004	Nrp1	18186	MGI:106206	MGI_HOM_ProteinCoding
NRP2	8828	ENSG00000118257	HGNC:8005	Nrp2	18187	MGI:1100492	MGI_HOM_ProteinCoding
NRROS	375387	ENSG00000174004	HGNC:24613	Nrros	224109	MGI:2445095	MGI_HOM_ProteinCoding
NRSN1	140767	ENSG00000152954	HGNC:17881	Nrsn1	22360	MGI:894662	MGI_HOM_ProteinCoding
NRSN2	80023	ENSG00000125841	HGNC:16229	Nrsn2	228777	MGI:2684969	MGI_HOM_ProteinCoding
NRTN	4902	ENSG00000171119	HGNC:8007	Nrtn	18188	MGI:108417	MGI_HOM_ProteinCoding
NRXN1	9378	ENSG00000179915	HGNC:8008	Nrxn1	18189	MGI:1096391	MGI_HOM_ProteinCoding
NRXN2	9379	ENSG00000110076	HGNC:8009	Nrxn2	18190	MGI:1096362	MGI_HOM_ProteinCoding
NRXN3	9369	ENSG00000021645	HGNC:8010	Nrxn3	18191	MGI:1096389	MGI_HOM_ProteinCoding
NSA2	10412	ENSG00000164346	HGNC:30728	Nsa2	59050	MGI:1913883	MGI_HOM_ProteinCoding
NSD1	64324	ENSG00000165671	HGNC:14234	Nsd1	18193	MGI:1276545	MGI_HOM_ProteinCoding
NSD2	7468	ENSG00000109685	HGNC:12766	Nsd2	107823	MGI:1276574	MGI_HOM_ProteinCoding
NSD3	54904	ENSG00000147548	HGNC:12767	Nsd3	234135	MGI:2142581	MGI_HOM_ProteinCoding
NSDHL	50814	ENSG00000147383	HGNC:13398	Nsdhl	18194	MGI:1099438	MGI_HOM_ProteinCoding
NSF	4905	ENSG00000073969	HGNC:8016	Nsf	18195	MGI:104560	MGI_HOM_ProteinCoding
NSFL1C	55968	ENSG00000088833	HGNC:15912	Nsfl1c	386649	MGI:3042273	MGI_HOM_ProteinCoding
NSG1	27065	ENSG00000168824	HGNC:18790	Nsg1	18196	MGI:109149	MGI_HOM_ProteinCoding
NSG2	51617	ENSG00000170091	HGNC:24955	Nsg2	18197	MGI:1202070	MGI_HOM_ProteinCoding
NSL1	25936	ENSG00000117697	HGNC:24548	Nsl1	381318	MGI:2685830	MGI_HOM_ProteinCoding
NSMAF	8439	ENSG00000035681	HGNC:8017	Nsmaf	18201	MGI:1341864	MGI_HOM_ProteinCoding
NSMCE1	197370	ENSG00000169189	HGNC:29897	Nsmce1	67711	MGI:1914961	MGI_HOM_ProteinCoding
NSMCE2	286053	ENSG00000156831	HGNC:26513	Nsmce2	68501	MGI:1915751	MGI_HOM_ProteinCoding
NSMCE4A	54780	ENSG00000107672	HGNC:25935	Nsmce4a	67872	MGI:1915122	MGI_HOM_ProteinCoding
NSMF	26012	ENSG00000165802	HGNC:29843	Nsmf	56876	MGI:1861755	MGI_HOM_ProteinCoding
NSRP1	84081	ENSG00000126653	HGNC:25305	Nsrp1	237859	MGI:2144305	MGI_HOM_ProteinCoding
NSUN2	54888	ENSG00000037474	HGNC:25994	Nsun2	28114	MGI:107252	MGI_HOM_ProteinCoding
NSUN3	63899	ENSG00000178694	HGNC:26208	Nsun3	106338	MGI:2146565	MGI_HOM_ProteinCoding
NSUN4	387338	ENSG00000117481	HGNC:31802	Nsun4	72181	MGI:1919431	MGI_HOM_ProteinCoding
NSUN6	221078	ENSG00000241058	HGNC:23529	Nsun6	74455	MGI:1921705	MGI_HOM_ProteinCoding
NSUN7	79730	ENSG00000179299	HGNC:25857	Nsun7	70918	MGI:1918168	MGI_HOM_ProteinCoding
NT5C	30833	ENSG00000125458	HGNC:17144	Nt5c	50773	MGI:1354954	MGI_HOM_ProteinCoding
NT5C1A	84618	ENSG00000116981	HGNC:17819	Nt5c1a	230718	MGI:2155700	MGI_HOM_ProteinCoding
NT5C2	22978	ENSG00000076685	HGNC:8022	Nt5c2	76952	MGI:2178563	MGI_HOM_ProteinCoding
NT5C3A	51251	ENSG00000122643	HGNC:17820	Nt5c3	107569	MGI:1927186	MGI_HOM_ProteinCoding
NT5C3B	115024	ENSG00000141698	HGNC:28300	Nt5c3b	68106	MGI:1915356	MGI_HOM_ProteinCoding
NT5DC1	221294	ENSG00000178425	HGNC:21556	Nt5dc1	319638	MGI:2442446	MGI_HOM_ProteinCoding
NT5DC2	64943	ENSG00000168268	HGNC:25717	Nt5dc2	70021	MGI:1917271	MGI_HOM_ProteinCoding
NT5DC3	51559	ENSG00000111696	HGNC:30826	Nt5dc3	103466	MGI:3513266	MGI_HOM_ProteinCoding
NT5E	4907	ENSG00000135318	HGNC:8021	Nt5e	23959	MGI:99782	MGI_HOM_ProteinCoding
NT5ELP	118568826	ENSG00000236068	HGNC:55194	Nt5el	66763	MGI:1914013	MGI_HOM_ProteinCoding
NT5M	56953	ENSG00000205309	HGNC:15769	Nt5m	103850	MGI:1917127	MGI_HOM_ProteinCoding
NTAN1	123803	ENSG00000157045	HGNC:29909	Ntan1	18203	MGI:108471	MGI_HOM_ProteinCoding
NTAQ1	55093	ENSG00000156795	HGNC:25490	Ntaq1	76773	MGI:1924023	MGI_HOM_ProteinCoding
NTF3	4908	ENSG00000185652	HGNC:8023	Ntf3	18205	MGI:97380	MGI_HOM_ProteinCoding
NTF4	4909	ENSG00000225950	HGNC:8024	Ntf5	78405	MGI:97381	MGI_HOM_ProteinCoding
NTHL1	4913	ENSG00000065057	HGNC:8028	Nthl1	18207	MGI:1313275	MGI_HOM_ProteinCoding
NTM	50863	ENSG00000182667	HGNC:17941	Ntm	235106	MGI:2446259	MGI_HOM_ProteinCoding
NTMT1	28989	ENSG00000148335	HGNC:23373	Ntmt1	66617	MGI:1913867	MGI_HOM_ProteinCoding
NTMT2	149281	ENSG00000203740	HGNC:31932	Ntmt2	240879	MGI:2685053	MGI_HOM_ProteinCoding
NTN1	9423	ENSG00000065320	HGNC:8029	Ntn1	18208	MGI:105088	MGI_HOM_ProteinCoding
NTN3	4917	ENSG00000162068	HGNC:8030	Ntn3	18209	MGI:1341188	MGI_HOM_ProteinCoding
NTN4	59277	ENSG00000074527	HGNC:13658	Ntn4	57764	MGI:1888978	MGI_HOM_ProteinCoding
NTN5	126147	ENSG00000142233	HGNC:25208	Ntn5	243967	MGI:2685330	MGI_HOM_ProteinCoding
NTNG1	22854	ENSG00000162631	HGNC:23319	Ntng1	80883	MGI:1934028	MGI_HOM_ProteinCoding
NTNG2	84628	ENSG00000196358	HGNC:14288	Ntng2	171171	MGI:2159341	MGI_HOM_ProteinCoding
NTPCR	84284	ENSG00000135778	HGNC:28204	Ntpcr	66566	MGI:1913816	MGI_HOM_ProteinCoding
NTRK1	4914	ENSG00000198400	HGNC:8031	Ntrk1	18211	MGI:97383	MGI_HOM_ProteinCoding
NTRK2	4915	ENSG00000148053	HGNC:8032	Ntrk2	18212	MGI:97384	MGI_HOM_ProteinCoding
NTRK3	4916	ENSG00000140538	HGNC:8033	Ntrk3	18213	MGI:97385	MGI_HOM_ProteinCoding
NTS	4922	ENSG00000133636	HGNC:8038	Nts	67405	MGI:1328351	MGI_HOM_ProteinCoding
NTSR1	4923	ENSG00000101188	HGNC:8039	Ntsr1	18216	MGI:97386	MGI_HOM_ProteinCoding
NTSR2	23620	ENSG00000169006	HGNC:8040	Ntsr2	18217	MGI:108018	MGI_HOM_ProteinCoding
NUAK1	9891	ENSG00000074590	HGNC:14311	Nuak1	77976	MGI:1925226	MGI_HOM_ProteinCoding
NUAK2	81788	ENSG00000163545	HGNC:29558	Nuak2	74137	MGI:1921387	MGI_HOM_ProteinCoding
NUB1	51667	ENSG00000013374	HGNC:17623	Nub1	53312	MGI:1889001	MGI_HOM_ProteinCoding
NUBP1	4682	ENSG00000103274	HGNC:8041	Nubp1	26425	MGI:1347073	MGI_HOM_ProteinCoding
NUBP2	10101	ENSG00000095906	HGNC:8042	Nubp2	26426	MGI:1347072	MGI_HOM_ProteinCoding
NUBPL	80224	ENSG00000151413	HGNC:20278	Nubpl	76826	MGI:1924076	MGI_HOM_ProteinCoding
NUCB1	4924	ENSG00000104805	HGNC:8043	Nucb1	18220	MGI:97388	MGI_HOM_ProteinCoding
NUCB2	4925	ENSG00000070081	HGNC:8044	Nucb2	53322	MGI:1858179	MGI_HOM_ProteinCoding
NUCKS1	64710	ENSG00000069275	HGNC:29923	Nucks1	98415	MGI:1934811	MGI_HOM_ProteinCoding
NUCLEOLIN	4691	ENSG00000115053	HGNC:7667	Nucleolin	17975	MGI:97286	MGI_HOM_ProteinCoding
NUDC	10726	ENSG00000090273	HGNC:8045	Nudc	18221	MGI:106014	MGI_HOM_ProteinCoding
NUDCD1	84955	ENSG00000120526	HGNC:24306	Nudcd1	67429	MGI:1914679	MGI_HOM_ProteinCoding
NUDCD2	134492	ENSG00000170584	HGNC:30535	Nudcd2	52653	MGI:1277103	MGI_HOM_ProteinCoding
NUDCD3	23386	ENSG00000015676	HGNC:22208	Nudcd3	209586	MGI:2144158	MGI_HOM_ProteinCoding
NUDT1	4521	ENSG00000106268	HGNC:8048	Nudt1	17766	MGI:109280	MGI_HOM_ProteinCoding
NUDT12	83594	ENSG00000112874	HGNC:18826	Nudt12	67993	MGI:1915243	MGI_HOM_ProteinCoding
NUDT13	25961	ENSG00000166321	HGNC:18827	Nudt13	67725	MGI:1914975	MGI_HOM_ProteinCoding
NUDT14	256281	ENSG00000183828	HGNC:20141	Nudt14	66174	MGI:1913424	MGI_HOM_ProteinCoding
NUDT15	55270	ENSG00000136159	HGNC:23063	Nudt15	214254	MGI:2443366	MGI_HOM_ProteinCoding
NUDT16	131870	ENSG00000198585	HGNC:26442	Nudt16	75686	MGI:1922936	MGI_HOM_ProteinCoding
NUDT16L1	84309	ENSG00000168101	HGNC:28154	Nudt16l1	66911	MGI:1914161	MGI_HOM_ProteinCoding
NUDT16L2P	152195	ENSG00000246082	HGNC:27189	Nudt16l2	73532	MGI:1920782	MGI_HOM_ProteinCoding
NUDT17	200035	ENSG00000186364	HGNC:26618	Nudt17	78373	MGI:1925623	MGI_HOM_ProteinCoding
NUDT18	79873	ENSG00000275074	HGNC:26194	Nudt18	213484	MGI:2385853	MGI_HOM_ProteinCoding
NUDT19	390916	ENSG00000213965	HGNC:32036	Nudt19	110959	MGI:94203	MGI_HOM_ProteinCoding
NUDT2	318	ENSG00000164978	HGNC:8049	Nudt2	66401	MGI:1913651	MGI_HOM_ProteinCoding
NUDT21	11051	ENSG00000167005	HGNC:13870	Nudt21	68219	MGI:1915469	MGI_HOM_ProteinCoding
NUDT22	84304	ENSG00000149761	HGNC:28189	Nudt22	68323	MGI:1915573	MGI_HOM_ProteinCoding
NUDT3	11165	ENSG00000272325	HGNC:8050	Nudt3	56409	MGI:1928484	MGI_HOM_ProteinCoding
NUDT4	11163	ENSG00000173598	HGNC:8051	Nudt4	71207	MGI:1918457	MGI_HOM_ProteinCoding
NUDT5	11164	ENSG00000165609	HGNC:8052	Nudt5	53893	MGI:1858232	MGI_HOM_ProteinCoding
NUDT6	11162	ENSG00000170917	HGNC:8053	Nudt6	229228	MGI:2387618	MGI_HOM_ProteinCoding
NUDT7	283927	ENSG00000140876	HGNC:8054	Nudt7	67528	MGI:1914778	MGI_HOM_ProteinCoding
NUDT8	254552	ENSG00000167799	HGNC:8055	Nudt8	66387	MGI:1913637	MGI_HOM_ProteinCoding
NUDT9	53343	ENSG00000170502	HGNC:8056	Nudt9	74167	MGI:1921417	MGI_HOM_ProteinCoding
NUF2	83540	ENSG00000143228	HGNC:14621	Nuf2	66977	MGI:1914227	MGI_HOM_ProteinCoding
NUFIP1	26747	ENSG00000083635	HGNC:8057	Nufip1	27275	MGI:1351474	MGI_HOM_ProteinCoding
NUFIP2	57532	ENSG00000108256	HGNC:17634	Nufip2	68564	MGI:1915814	MGI_HOM_ProteinCoding
NUGGC	389643	ENSG00000189233	HGNC:33550	Nuggc	100503545	MGI:2685446	MGI_HOM_ProteinCoding
NUMA1	4926	ENSG00000137497	HGNC:8059	Numa1	101706	MGI:2443665	MGI_HOM_ProteinCoding
NUMB	8650	ENSG00000133961	HGNC:8060	Numb	18222	MGI:107423	MGI_HOM_ProteinCoding
NUMBL	9253	ENSG00000105245	HGNC:8061	Numbl	18223	MGI:894702	MGI_HOM_ProteinCoding
NUP107	57122	ENSG00000111581	HGNC:29914	Nup107	103468	MGI:2143854	MGI_HOM_ProteinCoding
NUP133	55746	ENSG00000069248	HGNC:18016	Nup133	234865	MGI:2442620	MGI_HOM_ProteinCoding
NUP153	9972	ENSG00000124789	HGNC:8062	Nup153	218210	MGI:2385621	MGI_HOM_ProteinCoding
NUP155	9631	ENSG00000113569	HGNC:8063	Nup155	170762	MGI:2181182	MGI_HOM_ProteinCoding
NUP160	23279	ENSG00000030066	HGNC:18017	Nup160	59015	MGI:1926227	MGI_HOM_ProteinCoding
NUP188	23511	ENSG00000095319	HGNC:17859	Nup188	227699	MGI:2446190	MGI_HOM_ProteinCoding
NUP205	23165	ENSG00000155561	HGNC:18658	Nup205	70699	MGI:2141625	MGI_HOM_ProteinCoding
NUP210	23225	ENSG00000132182	HGNC:30052	Nup210	54563	MGI:1859555	MGI_HOM_ProteinCoding
NUP210L	91181	ENSG00000143552	HGNC:29915	Nup210l	77595	MGI:1924845	MGI_HOM_ProteinCoding
NUP214	8021	ENSG00000126883	HGNC:8064	Nup214	227720	MGI:1095411	MGI_HOM_ProteinCoding
NUP35	129401	ENSG00000163002	HGNC:29797	Nup35	69482	MGI:1916732	MGI_HOM_ProteinCoding
NUP37	79023	ENSG00000075188	HGNC:29929	Nup37	69736	MGI:1919964	MGI_HOM_ProteinCoding
NUP42	11097	ENSG00000136243	HGNC:17010	Nup42	231042	MGI:2387631	MGI_HOM_ProteinCoding
NUP43	348995	ENSG00000120253	HGNC:21182	Nup43	69912	MGI:1917162	MGI_HOM_ProteinCoding
NUP54	53371	ENSG00000138750	HGNC:17359	Nup54	269113	MGI:1920460	MGI_HOM_ProteinCoding
NUP58	9818	ENSG00000139496	HGNC:20261	Nup58	71844	MGI:1919094	MGI_HOM_ProteinCoding
NUP62	23636	ENSG00000213024	HGNC:8066	Nup62	18226	MGI:1351500	MGI_HOM_ProteinCoding
NUP62CL	54830	ENSG00000198088	HGNC:25960	Nup62cl	279706	MGI:2685565	MGI_HOM_ProteinCoding
NUP85	79902	ENSG00000125450	HGNC:8734	Nup85	445007	MGI:3046173	MGI_HOM_ProteinCoding
NUP88	4927	ENSG00000108559	HGNC:8067	Nup88	19069	MGI:104900	MGI_HOM_ProteinCoding
NUP93	9688	ENSG00000102900	HGNC:28958	Nup93	71805	MGI:1919055	MGI_HOM_ProteinCoding
NUP98	4928	ENSG00000110713	HGNC:8068	Nup98	269966	MGI:109404	MGI_HOM_ProteinCoding
NUPR1	26471	ENSG00000176046	HGNC:29990	Nupr1	56312	MGI:1891834	MGI_HOM_ProteinCoding
NUPR2	389493	ENSG00000185290	HGNC:44164	Nupr2	69034	MGI:1923099	MGI_HOM_ProteinCoding
NUS1	116150	ENSG00000153989	HGNC:21042	Nus1	52014	MGI:1196365	MGI_HOM_ProteinCoding
NUSAP1	51203	ENSG00000137804	HGNC:18538	Nusap1	108907	MGI:2675669	MGI_HOM_ProteinCoding
NUTF2	10204	ENSG00000102898	HGNC:13722	Nutf2	68051	MGI:1915301	MGI_HOM_ProteinCoding
NUTM1	256646	ENSG00000184507	HGNC:29919	Nutm1	213765	MGI:2661384	MGI_HOM_ProteinCoding
NVL	4931	ENSG00000143748	HGNC:8070	Nvl	67459	MGI:1914709	MGI_HOM_ProteinCoding
NWD1	284434	ENSG00000188039	HGNC:27619	Nwd1	319555	MGI:2442268	MGI_HOM_ProteinCoding
NWD2	57495	ENSG00000174145	HGNC:29229	Nwd2	319807	MGI:1920464	MGI_HOM_ProteinCoding
NXF1	10482	ENSG00000162231	HGNC:8071	Nxf1	53319	MGI:1858330	MGI_HOM_ProteinCoding
NXF3	56000	ENSG00000147206	HGNC:8073	Nxf3	245610	MGI:2685230	MGI_HOM_ProteinCoding
NXN	64359	ENSG00000167693	HGNC:18008	Nxn	18230	MGI:109331	MGI_HOM_ProteinCoding
NXNL1	115861	ENSG00000171773	HGNC:25179	Nxnl1	234404	MGI:1924446	MGI_HOM_ProteinCoding
NXNL2	158046	ENSG00000130045	HGNC:30482	Nxnl2	75124	MGI:1922374	MGI_HOM_ProteinCoding
NXPE2	120406	ENSG00000204361	HGNC:26331	Nxpe2	78252	MGI:1925502	MGI_HOM_ProteinCoding
NXPE3	91775	ENSG00000144815	HGNC:28238	Nxpe3	385658	MGI:2686598	MGI_HOM_ProteinCoding
NXPE4	54827	ENSG00000137634	HGNC:23117	Nxpe4	244853	MGI:1924792	MGI_HOM_ProteinCoding
NXPH1	30010	ENSG00000122584	HGNC:20693	Nxph1	18231	MGI:107492	MGI_HOM_ProteinCoding
NXPH2	11249	ENSG00000144227	HGNC:8076	Nxph2	18232	MGI:107491	MGI_HOM_ProteinCoding
NXPH3	11248	ENSG00000182575	HGNC:8077	Nxph3	104079	MGI:1336188	MGI_HOM_ProteinCoding
NXPH4	11247	ENSG00000182379	HGNC:8078	Nxph4	104080	MGI:1336197	MGI_HOM_ProteinCoding
NXT1	29107	ENSG00000132661	HGNC:15913	Nxt1	56488	MGI:1929619	MGI_HOM_ProteinCoding
NXT2	55916	ENSG00000101888	HGNC:18151	Nxt2	237082	MGI:2147914	MGI_HOM_ProteinCoding
NYAP1	222950	ENSG00000166924	HGNC:22009	Nyap1	243300	MGI:2443880	MGI_HOM_ProteinCoding
NYAP2	57624	ENSG00000144460	HGNC:29291	Nyap2	241134	MGI:2443135	MGI_HOM_ProteinCoding
NYNRIN	57523	ENSG00000205978	HGNC:20165	Nynrin	277154	MGI:2652872	MGI_HOM_ProteinCoding
NYX	60506	ENSG00000188937	HGNC:8082	Nyx	236690	MGI:2448607	MGI_HOM_ProteinCoding
OACYLP	390858	ENSG00000224367	HGNC:44362	Oacyl	319888	MGI:2442915	MGI_HOM_ProteinCoding
OAF	220323	ENSG00000184232	HGNC:28752	Oaf	102644	MGI:94852	MGI_HOM_ProteinCoding
OARD1	221443	ENSG00000124596	HGNC:21257	Oard1	106821	MGI:2146818	MGI_HOM_ProteinCoding
OAS2	4939	ENSG00000111335	HGNC:8087	Oas2	246728	MGI:2180852	MGI_HOM_ProteinCoding
OAS3	4940	ENSG00000111331	HGNC:8088	Oas3	246727	MGI:2180850	MGI_HOM_ProteinCoding
OASL	8638	ENSG00000135114	HGNC:8090	Oasl1	231655	MGI:2180849	MGI_HOM_ProteinCoding
OASL2P	111216278	ENSG00000283542	HGNC:53738	Oasl2	23962	MGI:1344390	MGI_HOM_ProteinCoding
OAT	4942	ENSG00000065154	HGNC:8091	Oat	18242	MGI:97394	MGI_HOM_ProteinCoding
OAZ1	4946	ENSG00000104904	HGNC:8095	Oaz1	18245	MGI:109433	MGI_HOM_ProteinCoding
OAZ2	4947	ENSG00000180304	HGNC:8096	Oaz2	18247	MGI:109492	MGI_HOM_ProteinCoding
OAZ3	51686	ENSG00000143450	HGNC:8097	Oaz3	53814	MGI:1858170	MGI_HOM_ProteinCoding
OBI1	79596	ENSG00000152193	HGNC:20308	Obi1	72486	MGI:1919736	MGI_HOM_ProteinCoding
OBSCN	84033	ENSG00000154358	HGNC:15719	Obscn	380698	MGI:2681862	MGI_HOM_ProteinCoding
OBSL1	23363	ENSG00000124006	HGNC:29092	Obsl1	98733	MGI:2138628	MGI_HOM_ProteinCoding
OC90	729330	ENSG00000253117	HGNC:8100	Oc90	18256	MGI:1313269	MGI_HOM_ProteinCoding
